Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2017-06-30,314.4189147949219,317.2441084382529,313.29109437766715,317.15297512190864,7814271
2017-07-03,314.65814208984375,317.76817314769374,312.3683717614981,316.2871958378451,9195278
2017-07-04,323.9767761230469,325.1501631847858,316.4694715576212,316.6973048458241,18816782
2017-07-05,328.6930847167969,329.7867149432422,324.44385691319707,325.6855939894897,27209010
2017-07-06,328.6703186035156,330.36772235543447,327.63363143694187,330.0715086402238,13590313
2017-07-07,339.7433166503906,341.2470468625175,328.0893238559959,328.77282376226657,35845310
2017-07-10,340.130615234375,341.9647492648064,339.27622518766026,340.6432553460698,3504540
2017-07-11,340.472412109375,342.76218241261586,338.79779171902055,341.98754918898106,20995547
2017-07-12,344.2887268066406,347.4557009505435,341.1901026531459,341.6229859257306,17104482
2017-07-13,346.7949523925781,347.45569938187134,343.1609047881277,343.7533017873214,23010262
2017-07-14,349.44927978515625,349.961919910383,345.3025921241368,346.3164959189543,20530867
2017-07-17,353.5503845214844,355.338921440511,350.1897370955349,350.1897370955349,18749450
2017-07-18,346.293701171875,353.56176558549805,344.2659240674276,352.4225687245908,19640167
2017-07-19,349.2669982910156,350.4176020145044,344.6304540316042,344.6304540316042,11790198
2017-07-20,348.3442687988281,353.15167295910186,347.159474837421,350.81630565776607,13626050
2017-07-21,361.1260986328125,362.65261218785275,352.00111625233967,353.15168964663667,97142371
2017-07-24,368.01824951171875,370.21688649707994,361.1260944272397,364.54368520222977,43429394
2017-07-25,365.0335388183594,370.2282901350007,363.996851678859,370.1713166009998,20063064
2017-07-26,369.7270202636719,371.3560739541668,364.7942925330823,365.50060616753825,21954323
2017-07-27,363.3589172363281,371.720612222763,361.8893468329499,370.92319567771085,18409364
2017-07-28,363.2791442871094,365.8993183598269,359.53118022716114,362.5500473455857,14331863
2017-07-31,368.0068359375,368.82706622569714,363.6323149582229,364.9879687039704,16567422
2017-08-01,365.3638916015625,369.72700550079537,362.6070175808058,369.72700550079537,12311920
2017-08-02,371.19659423828125,372.6775410918469,366.3891595645573,366.82207324857217,20786240
2017-08-03,375.95843505859375,379.3304895672187,368.4283467849359,370.6611739584863,19707381
2017-08-04,369.59033203125,378.89758100499637,367.98406161926323,378.89758100499637,18579866
2017-08-07,368.26885986328125,371.74339369518947,367.4030629146483,371.74339369518947,9537088
2017-08-08,365.1246643066406,369.33970192737536,361.53618345482175,368.64479517012313,10961296
2017-08-09,364.2702331542969,369.10045094689724,361.12607294626287,364.8854134496345,10436651
2017-08-10,360.97796630859375,366.05880072068845,359.5198028476247,362.9601767500909,10188164
2017-08-11,352.2972717285156,359.9868428500073,349.27837422492155,353.3681185910242,16996281
2017-08-14,358.40338134765625,361.0121487034692,355.65791401053406,355.65791401053406,13440617
2017-08-16,356.8199157714844,359.0755262433823,353.19724468399386,358.16416263909747,13576650
2017-08-17,357.0477600097656,364.00826514994594,355.69210622661853,357.4806432863597,15828719
2017-08-18,358.93878173828125,359.48561204669005,353.8693542081881,356.34142142374543,7935890
2017-08-21,356.43255615234375,360.9324004814503,355.48703279616694,359.30334684163404,7573558
2017-08-22,355.44146728515625,359.9640645393671,354.53010371014005,358.1641511365815,9533641
2017-08-23,360.45391845703125,361.4791986684891,353.8693539422966,356.53509465941875,8320052
2017-08-24,357.26416015625,362.9715512891384,356.455336779266,362.26526810033846,12654347
2017-08-28,356.92242431640625,360.4311483252369,355.7034705568949,359.77043176769575,12316426
2017-08-29,349.0847473144531,357.13888248502354,348.59489051770237,355.8515787320124,15164812
2017-08-30,356.3642272949219,357.435074232395,351.15809946298646,352.5934796835716,10334911
2017-08-31,363.2905578613281,363.9626812839593,358.6198232693197,358.84765656202006,25104625
2017-09-01,366.8448486328125,368.3257954543021,364.3158382461414,364.50948133585104,15431918
2017-09-04,367.5853271484375,372.78007838792877,363.59812279585327,368.0751839439121,21560532
2017-09-05,371.97125244140625,372.4838925629806,369.33970184521314,371.37885545762526,25216776
2017-09-06,374.8875732421875,376.50525044234524,369.7384192005503,370.55861904683104,48745984
2017-09-07,372.79144287109375,379.3532545122558,371.37884606319125,375.0243003547623,16205339
2017-09-08,372.2446594238281,375.1382335723908,370.05739891958586,373.65725629413805,13248413
2017-09-11,372.7003173828125,376.7786550084513,372.08516749056344,374.2496446147669,12690592
2017-09-12,375.3660583496094,375.9356415834445,372.29021763190883,374.910361344211,6500191
2017-09-13,386.8719787597656,391.83886628971084,374.5686157463291,375.47997934936114,29377106
2017-09-14,384.52520751953125,392.56796628318995,383.6822243171816,389.9706058500995,11867640
2017-09-15,383.5910949707031,388.6263325804793,380.3785541815935,383.68222829081986,28595395
2017-09-18,385.29986572265625,387.806123219596,384.18345216018514,387.32764288234813,5061995
2017-09-19,382.1329040527344,386.75807217711787,381.40383748599913,386.7352888469074,7718697
2017-09-20,386.0289611816406,397.58044378075124,385.09481425858337,390.10729881462345,24942703
2017-09-21,383.3860168457031,388.10231828124785,381.062056332342,385.9606244091964,12950541
2017-09-22,372.47247314453125,382.72527523071284,370.5586126993334,382.72527523071284,12294087
2017-09-25,374.3635559082031,377.27991327733827,366.91319439141284,371.3788485520177,14229631
2017-09-26,373.70281982421875,376.8697939047064,370.10296247981444,374.4319167923038,10564143
2017-09-27,364.1563415527344,376.2546549858263,362.49312801922906,376.2090883251366,18448855
2017-09-28,358.36920166015625,365.86512981399363,355.52119428604504,364.3841830137204,29547622
2017-09-29,355.8402099609375,361.536194589383,355.01997965730857,360.7843142761956,16666208
2017-10-03,363.79180908203125,366.2980362622408,357.8679606691138,362.26529552717597,18345748
2017-10-04,373.13323974609375,375.9128668272627,362.5386871718353,364.17911734102285,18907611
2017-10-05,375.54833984375,377.507767082332,373.042112679051,375.93565645808286,10631751
2017-10-06,381.4266052246094,382.4746687897809,374.8420101346211,375.4799737727677,12997688
2017-10-09,378.51025390625,382.679724904679,377.30270701671367,382.31516121202213,8850408
2017-10-10,384.22900390625,386.097297687123,378.66971963913625,378.66971963913625,14732024
2017-10-11,382.8392028808594,391.15536143226296,380.94812570996544,385.1859466383156,15420644
2017-10-12,397.6943664550781,399.53987699977944,383.72778989297115,383.72778989297115,18642942
2017-10-13,399.38037109375,405.8738027036172,397.9677742045678,400.67908175038855,21509701
2017-10-16,399.5398864746094,406.46620138642834,392.47684116284387,400.54238342478465,32009221
2017-10-17,398.4234619140625,402.8207662083876,395.1653241018624,400.0866753962957,13898844
2017-10-18,416.718994140625,418.2682909798953,398.71964655043973,399.813276795316,36671941
2017-10-19,414.62286376953125,420.0910149517075,411.47867303748853,417.3113574923664,8014767
2017-10-23,428.2248840332031,430.48052495257315,414.25830733971765,415.98990125206296,27455320
2017-10-24,425.7186584472656,431.847556734208,422.96181467747465,431.847556734208,13857773
2017-10-25,428.2932434082031,431.0273037037816,423.55415892109505,428.3843767235004,10011782
2017-10-26,431.7108459472656,436.44990014733827,424.23770095753775,428.3388219328554,16840049
2017-10-27,423.7136535644531,435.94866649056786,421.8225763847561,432.8956090913977,11498547
2017-10-30,429.47802734375,430.86784088643844,424.0554427341102,425.60473958615114,7823263
2017-10-31,428.72613525390625,430.9589623601285,424.7844976149303,430.5944290916286,9504986
2017-11-01,434.0575866699219,436.44989708261505,430.95896263073644,431.8703262208886,17571371
2017-11-02,431.3462829589844,435.857534290167,430.2754360545028,434.1715070710554,10277678
2017-11-03,430.75390625,435.6068769909768,428.4071625308581,435.6068769909768,4798537
2017-11-06,424.92120361328125,429.4780216257675,423.326340122659,429.4780216257675,9757496
2017-11-07,413.1646728515625,426.0604024872799,411.5014593644162,425.3085526068563,20447574
2017-11-08,404.5523376464844,412.84571314632285,402.866340801406,411.2508496216092,17752793
2017-11-09,410.3394775390625,414.622865181212,406.48897315972005,407.7193033776074,15007224
2017-11-10,402.7524108886719,410.5445224515859,400.63350042330376,410.5445224515859,13923102
2017-11-13,398.83355712890625,406.4206187384085,398.0361101825229,403.27642802995143,9088619
2017-11-14,404.05108642578125,407.83321030780786,397.8082717482831,398.71963532975445,12481463
2017-11-15,402.6840515136719,405.82821172608885,400.0638774455517,403.0485847746293,15272059
2017-11-16,411.8659973144531,412.84571092142517,403.50427186940396,403.50427186940396,15160866
2017-11-17,415.53424072265625,421.45805868606925,413.98491342722645,418.7467815465643,12219276
2017-11-20,419.612548828125,421.2074427868855,412.390050608066,412.9368505356423,9231195
2017-11-21,424.9439697265625,428.1792936542689,421.7314291275372,422.32382609157554,13082246
2017-11-22,424.123779296875,427.7236365632882,420.79729156236647,427.17680624448883,11058315
2017-11-23,431.5285949707031,432.850058545407,422.25550578083033,424.23771635205196,16031638
2017-11-24,433.3968505859375,437.22457167703647,431.710853757396,432.89561732884783,13987125
2017-11-27,433.5107727050781,436.3132135691589,430.16153191727307,431.64250921402225,10237135
2017-11-28,429.8653259277344,433.510749815073,427.4730155510956,432.82724994650744,10153618
2017-11-29,431.0728759765625,432.8956031429106,428.79448222779234,429.1817988228511,8038351
2017-11-30,419.9315185546875,428.9995267771132,418.99737165417866,428.9995267771132,20637767
2017-12-01,414.7139892578125,424.3516112378747,413.62035904202526,421.25298722342245,11114967
2017-12-04,410.8406982421875,416.3999825916666,408.90405444685763,416.2632826181134,10103208
2017-12-05,416.35443115234375,419.56697190325764,408.0383028622455,410.59009663183764,18306627
2017-12-06,422.2554931640625,423.91870664330474,414.1216011496717,414.668431478439,24078081
2017-12-07,424.4883117675781,426.51608889800815,420.5922408107225,423.80478147494364,12095301
2017-12-08,419.6808776855469,426.9489726185752,418.7923278479794,425.5363757918047,12224184
2017-12-11,417.4708251953125,421.95929303933724,416.2860616849849,420.34161586552705,10792248
2017-12-12,417.22021484375,423.3263295349314,413.75705757554124,417.3796981469904,15782031
2017-12-13,416.787353515625,421.480841216901,414.9874095905734,417.812633794431,9147866
2017-12-14,419.90875244140625,421.458049283942,414.098820840653,418.7695555346895,10983157
