Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2017-10-09,839.931396484375,843.4398818498067,837.5924062407538,841.4751528868666,1531246
2017-10-10,843.299560546875,849.03008692204,838.5982241914365,841.5687305242421,1899090
2017-10-11,837.4287109375,849.1704308564069,836.2358030393682,843.5568541202676,2633720
2017-10-12,850.8311157226562,852.0707348710841,836.4229129487283,839.7442676810854,2690780
2017-10-13,865.80078125,868.490620433514,852.3281725847814,854.5268009017748,3216732
2017-10-16,868.771240234375,876.3027781142785,861.6840877013217,870.1044533791847,1637272
2017-10-17,866.01123046875,867.1573129691924,860.3274721470498,865.426482845206,1306644
2017-10-18,874.0807495117188,877.121437160542,860.2807055670595,861.2163017666975,1963360
2017-10-19,864.6780395507812,872.4434767703514,861.0526041915479,870.9465456572758,285004
2017-10-23,871.648193359375,874.6420554156308,858.9006955615934,870.0576684518277,2081446
2017-10-24,873.4258422851562,879.2733186770608,866.8299003359401,871.5078814494639,5664436
2017-10-25,839.744384765625,871.5078881930853,835.0196352252589,870.1044938481689,10683604
2017-10-26,839.8612670898438,846.7145203466501,822.3188391821093,827.0670010899876,14285732
2017-10-27,837.849853515625,845.5451098199994,832.2128632751197,844.0949470552687,3736044
2017-10-30,849.0536499023438,849.5214480565598,838.4814230379117,841.2180308192229,2711176
2017-10-31,846.0128784179688,847.4162727421345,841.6857459184574,847.4162727421345,2341230
2017-11-01,851.9537963867188,853.731451840472,847.650077115033,849.1002396671714,2095306
2017-11-02,852.3749389648438,855.9770187342174,849.9657672374842,852.7959686916877,2368972
2017-11-03,856.3980102539062,860.7485556868551,852.1410587091337,854.0590196134528,1905244
2017-11-06,855.4155883789062,860.7484981032239,852.6087997981349,853.7315266512954,3074122
2017-11-07,853.1233520507812,863.0640614418353,851.743370529962,859.812887565053,3723188
2017-11-08,854.1759033203125,857.754570145277,850.9247294223322,853.8250547512819,1641572
2017-11-09,855.0647583007812,858.4095261860642,851.9071210791159,854.6671413307571,1556654
2017-11-10,852.3281860351562,858.3160248929155,847.8139226959505,852.1878237555746,3872180
2017-11-13,848.375244140625,852.8660943582556,839.6975667787291,852.3281151369607,1667936
2017-11-14,843.1359252929688,850.9247753668493,842.0366111381686,849.4746126240749,2356234
2017-11-15,842.1535034179688,843.7440283295141,836.4229768706169,841.100957725598,3074184
2017-11-16,845.6385498046875,849.5212966343113,839.7910739192641,843.9077197843048,2006486
2017-11-17,853.9888305664062,859.9532562455112,848.1881227988171,855.462348874307,3179386
2017-11-20,859.8831787109375,860.6082315790796,855.602814228199,855.602814228199,1196212
2017-11-21,863.6722412109375,865.4264840840809,858.9240790801106,859.5555950935902,1137766
2017-11-22,867.8825073242188,870.1045485099296,862.8770900212711,865.2862047813135,2830398
2017-11-23,862.0817260742188,870.1044749929902,859.8129166866214,869.6366768881552,1616290
2017-11-24,866.0814208984375,869.0753401839632,861.2163091974909,862.1519054052014,2601842
2017-11-27,868.9584350585938,871.0401138854114,863.3682131693273,864.9587382245574,1935236
2017-11-28,872.6072387695312,875.2503096503116,868.1631564917772,868.233337632805,2545270
2017-11-29,876.326171875,877.3553048160722,868.1397054211044,872.4434249437348,1637292
2017-11-30,867.1573486328125,876.6302605238192,860.7485372568982,874.1743204039285,2898156
2017-12-01,864.5843505859375,870.1043905288441,862.6663899631498,867.7186318466322,1929074
2017-12-04,857.9884643554688,867.7186874567806,856.1172719978518,867.7186874567806,1820966
2017-12-05,851.6029663085938,855.3921763261563,845.3111051633306,854.1992684162932,1946680
2017-12-06,843.5802612304688,852.0239819187931,841.5687067384192,851.3690532164336,3197560
2017-12-07,846.5508422851562,849.8020162353771,843.4867418913503,845.1474479864836,2115652
2017-12-08,860.9356079101562,866.8298523661603,848.5857270330355,848.5857270330355,4478200
2017-12-11,863.7424926757812,866.2452012910602,860.748573174322,864.49095827508,1599116
2017-12-12,851.3457641601562,865.379707004367,849.4979274231127,865.0054456868174,1205294
2017-12-13,852.0240478515625,863.0874842054545,849.1003097614356,851.4159445913718,1453730
2017-12-14,859.8363647460938,860.7485482462799,847.650200772967,853.2637782615296,1841546
2017-12-15,876.3963012695312,883.2027862617156,867.9993484685452,868.2332475115171,6225062
2017-12-18,878.96923828125,888.348613253408,846.3871455164762,867.7654963586476,6148994
2017-12-19,881.5654907226562,885.8458546190252,877.6593881357954,879.3668625660065,2476056
2017-12-20,873.9169311523438,890.2664500201494,871.811839945111,888.3017210684337,4671752
2017-12-21,873.9872436523438,881.7994493539871,872.5370238081925,879.4136903813619,3427272
2017-12-22,877.8933715820312,879.4604838957799,870.9231680281747,878.9926857660481,2235452
2017-12-26,874.0105590820312,880.7702758150913,868.5606998562399,879.9282164026672,3392848
2017-12-27,868.5841064453125,874.9227934272257,865.9644485536055,874.8291995463645,1744692
2017-12-28,878.5482788085938,879.8814920247347,869.16890369611,869.5899334233815,4350260
2017-12-29,875.9052124023438,879.0862053597573,873.9170703898617,877.9635355537658,3172936
2018-01-01,867.5315551757812,879.8112549996498,865.660362821668,876.0454575452933,3290258
2018-01-02,875.8817138671875,877.1213901861687,869.4261346979716,869.4261346979716,2388158
2018-01-03,866.666259765625,878.6418810641877,865.9879181810668,877.1215370666056,2265644
2018-01-04,870.0576782226562,872.6773361034283,866.8298599837324,866.8298599837324,1186888
2018-01-05,871.78857421875,873.8703101372944,868.0228335755348,871.5079067646382,1435434
2018-01-08,870.3850708007812,875.1098198499066,869.0518577325796,872.4433937135034,2285154
2018-01-09,871.8352661132812,874.7122357500867,867.7654456250987,871.0400322123631,2652764
2018-01-10,872.0691528320312,873.8000399805384,868.8413917821744,872.5369509093158,2307944
2018-01-11,875.9752807617188,877.5891612282455,868.3501495362104,872.0691212743401,2029548
2018-01-12,872.5838012695312,878.5949953131075,870.1044485475577,876.1858237255782,2168354
2018-01-15,887.7638549804688,890.8747238038345,870.0342953558174,874.7590448019408,6288222
2018-01-16,888.886474609375,893.4942739731501,881.9162722554352,890.4301739091845,3222692
2018-01-17,884.3722534179688,890.0092430164482,882.7349601691124,887.4129408801305,1452748
2018-01-18,904.86181640625,914.0774154087402,897.2600978799491,900.0434735140308,8324770
2018-01-19,913.2354125976562,916.8374921695465,897.8214883039606,905.2594893895423,5727994
2018-01-22,918.4512939453125,929.9825273476114,913.6797766567599,916.8841818920112,4424884
2018-01-23,912.8145141601562,920.0185596807139,909.0721291191336,919.223325701202,2523898
2018-01-24,915.7849731445312,921.0944702239542,912.4869736572814,913.3992142260527,2395284
2018-01-25,923.8778686523438,926.2402719857295,912.4402275293763,914.0307525485882,4361834
2018-01-29,935.4324951171875,938.8473870322035,925.3046546902464,925.3046546902464,4117946
2018-01-30,933.4910888671875,936.4850080649123,928.1815919649912,934.5670473162048,3198780
2018-01-31,938.2626342773438,941.9114823299611,929.5148325749357,930.6375594452995,3471674
2018-02-01,931.4561767578125,942.6131497646967,928.7195693567668,938.4029669617775,3260710
2018-02-02,911.2706298828125,930.8713802113073,908.2299424627723,929.046956338432,3673062
2018-02-05,895.2953491210938,905.3062395113514,891.5529644596336,897.2367225850778,3963392
2018-02-06,887.3193969726562,894.4299047545253,859.0176138985721,870.1044052528332,5374902
2018-02-07,876.09228515625,892.0909569809056,871.2271736029381,892.0909569809056,4182486
2018-02-08,879.90478515625,888.1614327775131,873.1451256695713,881.3315921572313,2585722
2018-02-09,865.1925048828125,872.303012494865,862.6663839586541,864.4440394137946,3204476
2018-02-12,877.8933715820312,882.2672726741707,867.8357117927976,870.104521301144,2190554
2018-02-14,880.9340209960938,887.8340431086365,876.9577370668319,884.0448898439569,1788594
2018-02-15,880.3493041992188,886.3604986937718,877.1214857109499,883.9980953172183,2457612
2018-02-16,878.8055419921875,886.4072614870038,877.4255603717568,881.2848948845096,1791760
2018-02-19,878.618408203125,883.0157219622915,869.6601198675231,880.6767313568054,1827276
2018-02-20,871.601318359375,882.1969557882791,869.543052588676,881.6823893456043,2042034
2018-02-21,868.88818359375,874.1041437169426,866.4555992637352,873.8234191795977,1376536
2018-02-22,866.9234619140625,870.1045120039544,861.4736594443301,865.4265307566212,6626798
2018-02-23,879.7177734375,881.7292710818645,865.6136487623,868.6543365285772,2038374
2018-02-26,894.2195434570312,895.7398873883958,881.1211957406603,883.249642982012,2394442
2018-02-27,890.0093994140625,898.9911011158312,888.8164912814254,895.7165140426891,2393664
2018-02-28,881.4251098632812,886.6878382057773,878.5247846406752,883.9278752473407,2033182
2018-03-01,876.8174438476562,885.6822529800844,873.8469370403476,879.1330789337435,1954920
2018-03-05,874.7590942382812,878.524892043218,869.2858789346698,876.723880655569,1890732
2018-03-06,863.6722412109375,879.4136586801296,860.5146040392793,874.782446074179,2288414
2018-03-07,857.2867431640625,867.0169659923234,855.368782472179,860.7484603493625,2814082
2018-03-08,866.7596435546875,869.4027140740151,857.0060652050555,860.654912996867,2759362
2018-03-09,865.9176635742188,872.5603735049428,862.61966425043,867.7420304128169,2054054
2018-03-12,873.4960327148438,874.5251657290621,867.0170402245432,870.1980331530212,3278558
2018-03-13,870.221435546875,881.6824892605686,867.7654954653692,873.589559102664,2562100
2018-03-14,872.2095336914062,873.8000586089331,864.4908652516593,868.2332499497185,1840196
2018-03-15,879.8345947265625,882.9688188178833,872.5368994677638,872.5368994677638,2935462
2018-03-16,866.829833984375,879.9749484863303,863.8125592388144,879.4603820240825,3948168
2018-03-19,864.1399536132812,870.104378790474,862.2219930163683,866.8297924186819,3919370
2018-03-20,860.5145874023438,868.18648750675,858.526445517886,863.1342452880715,1828686
2018-03-21,869.58984375,871.6013411884603,862.2922052787998,864.4908333661126,2960570
2018-03-22,873.7298583984375,879.4603848422232,867.8122013029828,869.5898568374519,3336612
2018-03-23,861.4735717773438,866.8766053056212,859.462017203989,863.8593305498466,3595076
2018-03-26,885.7522583007812,888.8163585891999,857.7077860385779,860.7017051936248,5250884
2018-03-27,885.354736328125,888.348655804348,877.5892987303617,885.9161283510656,3068418
2018-03-28,882.31396484375,888.6760074376368,877.6126283086492,880.8403894415433,4418754
2018-04-02,903.4116821289062,905.5401863591859,884.3723220002794,884.3723220002794,2298184
2018-04-03,896.25439453125,900.8387816656779,893.9621724119058,900.020134987645,2039942
2018-04-04,880.980712890625,900.4878695139637,878.7352593191334,894.8742926894914,1857054
2018-04-05,892.9798583984375,895.365617431556,884.2319991379848,889.4246040447448,2429446
2018-04-06,899.7628784179688,901.1896283627232,891.5296432654875,894.5235054269277,1860004
2018-04-09,907.0839233398438,908.4639048850661,896.4882850159811,897.6110118702646,2001768
2018-04-10,898.5698852539062,908.9316236244649,895.1315809600687,908.9316236244649,3033618
2018-04-11,897.6343994140625,898.1723786658866,891.3425376239672,896.2544178197962,1435406
2018-04-12,902.2890625,904.2070234259944,891.576473824805,896.3012235510637,2356258
2018-04-13,900.5113525390625,907.528324117289,897.7513322974412,901.9147468547078,1648586
2018-04-16,908.5106201171875,912.2062362901888,898.1021130620815,898.1722941934166,1423872
2018-04-17,911.5045776367188,912.6740728607843,904.7682737252492,909.1655871885876,1333916
2018-04-18,904.0665893554688,913.8435809875517,902.8737384726352,912.6740857469738,1356360
2018-04-19,907.0604858398438,909.7737375716301,904.2536973328612,907.5282839243408,1584516
2018-04-20,914.9663696289062,917.3521286599483,903.8561640931216,907.9961661034981,4680690
2018-04-23,905.5401000976562,925.7723663144836,870.2447590998296,925.7723663144836,7652310
2018-04-24,905.1893310546875,911.294119152342,900.9791481195494,905.1893310546875,2518708
2018-04-25,898.5231323242188,906.5926489362676,894.429899260136,901.8678999060061,2010296
2018-04-26,902.96728515625,907.1540553217462,894.0791212303499,896.6754235346197,3923740
2018-04-27,899.7628784179688,905.4232240162833,894.6638676988591,904.2537287643894,2888504
2018-04-30,909.539794921875,914.4516745735964,902.2889249598102,902.8502597925904,2304776
2018-05-02,921.328369140625,925.3046530389217,910.3351136570989,912.2063060798267,3550024
2018-05-03,920.5799560546875,923.8545429810744,910.335165535567,920.6501371953915,2076386
2018-05-04,930.2164916992188,930.9181888264749,919.8313970575313,921.5622271297265,3440718
2018-05-07,925.0240478515625,929.6552608303522,923.9013209015128,927.0121899345152,2632064
2018-05-08,920.1822509765625,926.1934449808565,914.3581305238855,925.8893648030909,3550282
2018-05-09,925.4918212890625,926.4741859300392,915.083313014918,915.083313014918,2163666
2018-05-10,932.1812133789062,935.1283641315794,927.1757967527716,930.2632526672218,3585836
2018-05-11,941.0928344726562,943.5487745153958,929.0470333106476,932.1812577615825,3028534
2018-05-14,945.7708129882812,948.4138836861873,941.3969121541857,943.6423087818699,2371458
2018-05-15,953.2789916992188,966.0030771865579,948.08638710212,948.2501621206446,4913342
2018-05-16,946.5192260742188,958.5182581498005,943.6189008434333,949.8874064854693,3420802
2018-05-17,948.5775756835938,956.3897809340692,941.4436548209752,946.753151714269,3307738
2018-05-18,941.2799072265625,947.150738800234,937.233442460424,947.150738800234,2608730
2018-05-21,932.3450317382812,945.4199658713942,929.0704450182913,943.1277437465491,2424054
2018-05-22,930.8714599609375,942.1219701163865,928.8131368794108,934.9880490197302,1980186
2018-05-23,920.392822265625,932.7894727307021,918.4748613503715,929.8891471617104,2863146
2018-05-24,929.0469360351562,931.0350777663493,915.1767123013938,920.2055413861762,2260372
2018-05-25,939.6659545898438,943.0809033215498,930.8713851904703,930.9181535763314,2379794
2018-05-28,955.3372192382812,959.9216632788797,938.4029515289633,939.2450109174023,2551970
2018-05-29,950.8463745117188,960.249104583165,949.0687760543369,953.3724955872177,1675622
2018-05-30,958.2142944335938,960.3895099392828,943.2213423207963,944.8118101950075,2433498
2018-05-31,1007.2230834960938,1016.8977587720084,979.2348788174895,988.6505988061192,19819596
2018-06-01,993.6409912109375,1006.540481812762,989.1213995737197,996.1831896706287,10575678
2018-06-04,963.322265625,1015.48537608121,959.4382812241331,1012.1898741653229,44398162
2018-06-05,971.513916015625,973.0909799587503,952.3999607926927,965.1111812283835,8552730
2018-06-06,968.571533203125,972.0788655900881,962.7572806674241,969.9132042158408,4891000
2018-06-07,970.8548583984375,979.1407379069436,966.6177844325398,976.033504356757,5281948
2018-06-08,964.8052978515625,970.4076050602217,958.049473037017,969.34833660109,3090444
2018-06-11,961.4862670898438,971.20795197726,959.8385160961808,966.0057437096694,3545594
2018-06-12,962.2159423828125,966.3823869360858,959.650181703004,966.0057351532729,2617128
2018-06-13,956.378173828125,967.3710726402815,952.9179083047212,966.0528488842264,3948980
2018-06-14,959.1793823242188,962.7573443350394,953.3416245860415,955.695554523291,8463788
2018-06-15,955.5072631835938,959.8855960127859,952.0705598323412,953.8124450612917,5440408
2018-06-18,950.5875244140625,959.8384804285172,945.8561023204813,955.7426079150758,3743702
2018-06-19,952.6354370117188,960.7329329352173,950.6581588698621,953.3180536997666,5490576
2018-06-20,968.0065307617188,968.8775307854795,953.3415937029134,953.8123796751124,4525856
2018-06-21,968.6893920898438,974.9037447674433,963.7225764304377,969.8192325992267,6755352
2018-06-22,980.8118896484375,983.377649917627,965.0405613727978,968.383072432615,3924490
2018-06-25,986.2730102539062,987.6147961965131,975.9628438479,980.6707033826932,3496168
2018-06-26,985.6844482421875,990.0627802436976,979.1641322756409,982.0829819639916,4580966
2018-06-27,994.5824584960938,997.8308356234277,983.9426498952412,985.3550077659042,9563402
2018-06-28,1003.17431640625,1007.4819619975431,993.9233032596999,995.7123129087867,18766770
2018-06-29,992.628662109375,1007.4819825499864,991.0515980620975,998.8665762536682,9729060
2018-07-02,976.0570068359375,992.6050876135649,971.3491471623046,992.5816402655811,4932438
2018-07-03,974.62109375,981.5887491053464,972.4555472471367,976.0570139485177,3431550
2018-07-04,990.3219604492188,992.4404975501088,974.0562803870085,977.4694790495536,3048996
2018-07-05,999.8318481445312,1002.3034748438879,985.1433467473823,991.004609932543,4867984
2018-07-06,995.7830200195312,1005.3871239426348,993.9941250655564,994.9121348315161,4060672
2018-07-09,1000.7261352539062,1002.7741001660568,992.2991125000028,998.9372405467163,3091148
2018-07-10,1010.4950561523438,1012.0016633500388,1000.4202814112111,1002.7270869084449,5475368
2018-07-11,1011.365966796875,1014.8732993091678,1005.0339184457455,1009.8594746704251,2928960
2018-07-12,1019.6988525390625,1026.242846509271,1013.1314112206513,1013.5550726200399,4010334
2018-07-13,1026.7371826171875,1031.3980331669725,1018.3572834313792,1020.8523573810901,3580594
2018-07-16,1021.064208984375,1031.0448486778282,1018.6631545340239,1026.030909075738,4508668
2018-07-17,1024.7835693359375,1026.7844101167702,1018.4279574438805,1018.4279574438805,3180962
2018-07-18,1024.5244140625,1045.144862719977,1023.3238868406983,1029.6089255714369,8730136
2018-07-19,1029.1854248046875,1032.6691955823067,1022.0765095095454,1027.7259420816847,2652388
2018-07-20,1030.573974609375,1037.0708435038152,1022.1233900587173,1029.1851790878975,5003482
2018-07-23,1015.2264404296875,1025.3719016545,1006.5640240584901,1012.1898937360768,8440066
2018-07-24,1016.780029296875,1021.1347996503863,1010.7775079987919,1010.7775079987919,2604396
2018-07-25,1021.7703857421875,1024.8069322901486,1016.8977049308676,1019.0868137371232,3519308
2018-07-26,1032.245361328125,1037.3533201276184,1019.2516226120129,1019.2516226120129,10640546
2018-07-27,1036.7413330078125,1041.3550587468271,1028.526140381917,1036.6471987964014,5277298
2018-07-30,1021.5584716796875,1035.2583899364417,1016.6152187945885,1035.2583899364417,3584560
2018-07-31,1026.0780029296875,1029.0909871076274,1012.2133793532644,1016.8976766818652,4430472
2018-08-01,1016.2858276367188,1023.9596632732171,1012.9903252721613,1018.2160964254457,3035780
2018-08-02,1002.8683471679688,1013.931818531529,998.7019598938488,1013.8376843160332,4452852
2018-08-03,998.843017578125,1010.8010503022577,995.2415508456692,1004.4454396417012,6802004
2018-08-06,995.3829345703125,1006.2580229917838,991.5225120795131,998.5371780101852,2872316
2018-08-07,1003.1978759765625,1004.892751610132,992.4169221804443,1000.420284456093,3714228
2018-08-08,1005.7637329101562,1013.037353737076,1004.2101160980982,1005.5283399064502,4972690
2018-08-09,997.360107421875,1008.423578049401,986.1318157247026,1008.423578049401,4472204
2018-08-10,995.4533081054688,999.8552026208082,987.7089023780403,999.7139438511766,2721470
2018-08-13,984.719482421875,990.5101731594707,979.2348715444292,981.1180155281685,5027126
2018-08-14,983.51904296875,991.0044941225581,982.6244806383429,987.7089922418655,2467982
2018-08-16,977.2103881835938,982.389033711793,972.8320557948844,980.6471486580851,5312580
2018-08-17,977.9872436523438,985.3785601133397,975.3036717747668,980.6000137363371,3032664
2018-08-20,986.861572265625,992.2286015308148,976.8809322347277,976.8809322347277,3905568
2018-08-21,986.7909545898438,994.2999678175363,985.1902133303793,987.7089642429883,3888160
2018-08-23,979.1876831054688,991.9460287383778,977.7518778619028,991.0044568079189,6287276
2018-08-24,974.4564208984375,985.6375880866043,972.6674111607339,974.9977788081442,4857314
2018-08-27,979.4465942382812,983.2364440751965,974.6446005969239,977.8224057190246,6287394
2018-08-28,986.22607421875,987.8267006048362,978.6699361139326,983.0011442215646,4986766
2018-08-29,978.5287475585938,985.8494931945139,975.8217279297932,984.9549307891575,4936846
2018-08-30,972.6909790039062,982.954021625913,970.6901385482787,980.9297338211961,10913730
2018-08-31,970.384033203125,978.646350090463,968.9952375580015,974.150321020671,7885750
2018-09-03,976.9044799804688,978.7404993445547,971.4668788726976,974.2444702056448,3830804
2018-09-04,965.958740234375,978.2697481903634,964.6405164434383,977.7753999015137,3565268
2018-09-05,963.1573486328125,969.9131149906749,958.3082882102243,966.9001311226131,2820754
2018-09-06,966.1470336914062,969.3484015700567,956.919639322761,964.6405414361565,5201206
2018-09-07,968.3831176757812,969.8190377824228,960.7564084245046,965.5819643163832,2959650
2018-09-10,960.94482421875,967.4651986134166,953.3886861762892,967.4651986134166,4299296
2018-09-11,941.76025390625,964.169654299491,938.8178416311661,963.3693411482641,9093268
2018-09-12,947.1508178710938,951.6232849431749,936.6523243832897,942.4665200831963,6123004
2018-09-14,955.5072631835938,959.1794170060772,950.4933807421627,950.9170996399869,5167336
2018-09-17,937.8997802734375,952.3764487556566,935.9225022000476,951.5996978854613,4669110
2018-09-18,936.4874267578125,946.2091685136469,932.6034425126891,939.1709412631102,4662868
2018-09-19,923.3760986328125,940.6304168215613,921.092798053746,939.1474294453863,8356132
2018-09-21,927.5659790039062,941.5012310444401,899.2952609069682,929.284359142984,11305074
2018-09-24,906.5925903320312,928.4841396488317,901.5552030467311,926.1537719027058,6695396
2018-09-25,919.1625366210938,923.6820704260163,901.5551299010302,906.592516777633,8341276
2018-09-26,926.6009521484375,931.2146777863409,920.527858920677,924.1293257286305,7363362
2018-09-27,930.3436889648438,934.9809191900904,920.4571837770332,927.1658837259046,9176104
2018-09-28,944.4202880859375,948.845630556655,930.8145610509795,932.4623120680749,7230358
2018-10-01,958.2612915039062,961.3449626331517,940.5362454893155,946.1856771992068,6224794
2018-10-03,956.2369995117188,966.1470103729986,944.8675060689586,955.907414828903,7666074
2018-10-04,921.6812133789062,949.9519332702962,914.737120467483,945.3382078737549,8985292
2018-10-05,925.2357177734375,936.864108596053,913.3954387765282,919.8922508773568,7864590
2018-10-08,915.6786499023438,926.977512420419,908.6168608285467,925.0943686674065,10064010
2018-10-09,913.6072387695312,925.0944278921169,908.6169189983641,915.3962484370205,6229682
2018-10-10,926.1065673828125,933.2154235370971,911.206180984261,915.6786473853721,7969966
2018-10-11,912.17138671875,917.2323359381817,902.779172058038,906.2629997587007,7179952
2018-10-12,933.0271606445312,940.2066466677467,914.2663512842221,915.6787091904284,4800160
2018-10-15,945.36181640625,946.6564778598499,927.5896455431968,936.8641064232065,6292984
2018-10-16,938.1587524414062,950.140232527268,935.6871260706537,942.9843086890662,4703002
2018-10-17,929.6139526367188,947.6921451406514,924.3882399322747,944.4437104965948,3970398
2018-10-19,926.3890991210938,932.5563838785909,921.7989358806259,922.2226547504672,4933674
2018-10-22,941.0541381835938,950.9877111978518,936.2050194408786,948.1629952239969,10165580
